gene_symbol,pmid,title,journal,pubdate,query_terms,hit_type,bridge_candidate,evidence_role
Amd2,39870395,Fasting-mimicking diet-enriched Bifidobacterium pseudolongum suppresses colorectal cancer by inducing memory CD8(+) T cells.,Gut,2025 Apr 7,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation,bridge_metabolic_to_candidate_state,Th17/IL-17,metabolite/enzyme/product/pathway -> candidate state
Amd2,40395196,Activin A-Activated ALK4 Induces Pathogenic Th17-Involved Endothelial-Mesenchymal Transition in Systemic Lupus Erythematosus-Associated Pulmonary Arterial Hypertension.,"Arthritis & rheumatology (Hoboken, N.J.)",2025 Nov,Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th17/IL-17,candidate state/mediator -> PH/remodeling
Amd2,38552313,Systemic sclerosis-associated pulmonary arterial hypertension is characterized by a distinct peripheral T helper cell profile.,"Rheumatology (Oxford, England)",2024 Sep 1,Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th17/IL-17,candidate state/mediator -> PH/remodeling
Amd2,38602915,IL-6/gp130 signaling in CD4(+) T cells drives the pathogenesis of pulmonary hypertension.,Proceedings of the National Academy of Sciences of the United States of America,2024 Apr 16,Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th17/IL-17,candidate state/mediator -> PH/remodeling
Amd2,38853755,PD-1/PD-L1 Provides Protective Role in Hypoxia-Induced Pulmonary Vascular Remodeling.,"Hypertension (Dallas, Tex. : 1979)",2024 Aug,Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th17/IL-17,candidate state/mediator -> PH/remodeling
Amd2,33996408,Biological drug and drug delivery-mediated immunotherapy.,Acta pharmaceutica Sinica. B,2021 Apr,Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th17/IL-17,candidate state/mediator -> PH/remodeling
Amd2,39571033,Platelet factor 4-induced T(H)1-T(reg) polarization suppresses antitumor immunity.,"Science (New York, N.Y.)",2024 Nov 22,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Treg;regulatory T cell;FOXP3;IL-10;TGF-beta,bridge_mk_to_candidate_state,Treg/FOXP3,MK/platelet/MK-EV -> candidate state
Amd2,40373279,Defective neutrophil clearance in JAK2V617F myeloproliferative neoplasms drives myelofibrosis via immune checkpoint CD24.,Blood,2025 Aug 7,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Treg;regulatory T cell;FOXP3;IL-10;TGF-beta,bridge_mk_to_candidate_state,Treg/FOXP3,MK/platelet/MK-EV -> candidate state
Amd2,39243762,TGF-β and RAS jointly unmask primed enhancers to drive metastasis.,Cell,2024 Oct 31,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Treg;regulatory T cell;FOXP3;IL-10;TGF-beta,bridge_mk_to_candidate_state,Treg/FOXP3,MK/platelet/MK-EV -> candidate state
Amd2,34095758,Immune Thrombocytopenia: Recent Advances in Pathogenesis and Treatments.,HemaSphere,2021 Jun,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Treg;regulatory T cell;FOXP3;IL-10;TGF-beta,bridge_mk_to_candidate_state,Treg/FOXP3,MK/platelet/MK-EV -> candidate state
Amd2,30056242,"Cardiac fibrosis: Cell biological mechanisms, molecular pathways and therapeutic opportunities.",Molecular aspects of medicine,2019 Feb,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Treg;regulatory T cell;FOXP3;IL-10;TGF-beta,bridge_mk_to_candidate_state,Treg/FOXP3,MK/platelet/MK-EV -> candidate state
Amd2,32407834,Regulating T-cell differentiation through the polyamine spermidine.,The Journal of allergy and clinical immunology,2021 Jan,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Treg;regulatory T cell;FOXP3;IL-10;TGF-beta,bridge_metabolic_to_candidate_state,Treg/FOXP3,metabolite/enzyme/product/pathway -> candidate state
Amd2,41448182,Tumor-produced ammonia is metabolized by regulatory T cells to further impede anti-tumor immunity.,Cell,2026 Jan 22,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Treg;regulatory T cell;FOXP3;IL-10;TGF-beta,bridge_metabolic_to_candidate_state,Treg/FOXP3,metabolite/enzyme/product/pathway -> candidate state
Amd2,36991117,PRMT5 methylating SMAD4 activates TGF-β signaling and promotes colorectal cancer metastasis.,Oncogene,2023 May,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Treg;regulatory T cell;FOXP3;IL-10;TGF-beta,bridge_metabolic_to_candidate_state,Treg/FOXP3,metabolite/enzyme/product/pathway -> candidate state
Amd2,34216539,Metabolic modeling of single Th17 cells reveals regulators of autoimmunity.,Cell,2021 Aug 5,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Treg;regulatory T cell;FOXP3;IL-10;TGF-beta,bridge_metabolic_to_candidate_state,Treg/FOXP3,metabolite/enzyme/product/pathway -> candidate state
Amd2,10843666,M-1/M-2 macrophages and the Th1/Th2 paradigm.,"Journal of immunology (Baltimore, Md. : 1950)",2000 Jun 15,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Treg;regulatory T cell;FOXP3;IL-10;TGF-beta,bridge_metabolic_to_candidate_state,Treg/FOXP3,metabolite/enzyme/product/pathway -> candidate state
Amd2,40341051,Drugs targeting novel pathways in pulmonary arterial hypertension.,The European respiratory journal,2025 Aug,Treg;regulatory T cell;FOXP3;IL-10;TGF-beta;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Treg/FOXP3,candidate state/mediator -> PH/remodeling
Amd2,38557054,BRCC3 Regulation of ALK2 in Vascular Smooth Muscle Cells: Implication in Pulmonary Hypertension.,Circulation,2024 Jul 9,Treg;regulatory T cell;FOXP3;IL-10;TGF-beta;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Treg/FOXP3,candidate state/mediator -> PH/remodeling
Amd2,37516248,Pulmonary arterial hypertension.,"Presse medicale (Paris, France : 1983)",2023 Sep,Treg;regulatory T cell;FOXP3;IL-10;TGF-beta;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Treg/FOXP3,candidate state/mediator -> PH/remodeling
Amd2,33861689,"Pulmonary Arterial Hypertension: Diagnosis, Treatment, and Novel Advances.",American journal of respiratory and critical care medicine,2021 Jun 15,Treg;regulatory T cell;FOXP3;IL-10;TGF-beta;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Treg/FOXP3,candidate state/mediator -> PH/remodeling
Amd2,32817256,Targeting transforming growth factor-β receptors in pulmonary hypertension.,The European respiratory journal,2021 Feb,Treg;regulatory T cell;FOXP3;IL-10;TGF-beta;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Treg/FOXP3,candidate state/mediator -> PH/remodeling
Amd2,39571033,Platelet factor 4-induced T(H)1-T(reg) polarization suppresses antitumor immunity.,"Science (New York, N.Y.)",2024 Nov 22,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1,bridge_mk_to_candidate_state,macrophage/monocyte,MK/platelet/MK-EV -> candidate state
Amd2,37331450,Icariside Ⅱ attenuates bleomycin-induced pulmonary fibrosis by modulating macrophage polarization.,Journal of ethnopharmacology,2023 Dec 5,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1,bridge_mk_to_candidate_state,macrophage/monocyte,MK/platelet/MK-EV -> candidate state
Amd2,38838052,Single-Cell Spatial Transcriptomics Unveils Platelet-Fueled Cycling Macrophages for Kidney Fibrosis.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2024 Aug,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1,bridge_mk_to_candidate_state,macrophage/monocyte,MK/platelet/MK-EV -> candidate state
Amd2,36980237,In Vitro Human Haematopoietic Stem Cell Expansion and Differentiation.,Cells,2023 Mar 14,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1,bridge_mk_to_candidate_state,macrophage/monocyte,MK/platelet/MK-EV -> candidate state
Amd2,10724173,A clonogenic common myeloid progenitor that gives rise to all myeloid lineages.,Nature,2000 Mar 9,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1,bridge_mk_to_candidate_state,macrophage/monocyte,MK/platelet/MK-EV -> candidate state
Amd2,40185095,Cancer cell-derived arginine fuels polyamine biosynthesis in tumor-associated macrophages to promote immune evasion.,Cancer cell,2025 Jun 9,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1,bridge_metabolic_to_candidate_state,macrophage/monocyte,metabolite/enzyme/product/pathway -> candidate state
Amd2,39223929,Targeting SRSF10 might inhibit M2 macrophage polarization and potentiate anti-PD-1 therapy in hepatocellular carcinoma.,"Cancer communications (London, England)",2024 Nov,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1,bridge_metabolic_to_candidate_state,macrophage/monocyte,metabolite/enzyme/product/pathway -> candidate state
Amd2,32004476,Macrophage Metabolism of Apoptotic Cell-Derived Arginine Promotes Continual Efferocytosis and Resolution of Injury.,Cell metabolism,2020 Mar 3,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1,bridge_metabolic_to_candidate_state,macrophage/monocyte,metabolite/enzyme/product/pathway -> candidate state
Amd2,37804830,Arginine reprograms metabolism in liver cancer via RBM39.,Cell,2023 Nov 9,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1,bridge_metabolic_to_candidate_state,macrophage/monocyte,metabolite/enzyme/product/pathway -> candidate state
Amd2,36180780,Serine metabolism orchestrates macrophage polarization by regulating the IGF1-p38 axis.,Cellular & molecular immunology,2022 Nov,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1,bridge_metabolic_to_candidate_state,macrophage/monocyte,metabolite/enzyme/product/pathway -> candidate state
Amd2,40546080,Macrophage-Derived LCN2 Promotes Methamphetamine-Induced Pulmonary Hypertension.,"Hypertension (Dallas, Tex. : 1979)",2025 Aug,macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,macrophage/monocyte,candidate state/mediator -> PH/remodeling
Amd2,37153557,Role of macrophages in pulmonary arterial hypertension.,Frontiers in immunology,2023,macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,macrophage/monocyte,candidate state/mediator -> PH/remodeling
Amd2,35699679,Macrophage-NLRP3 Activation Promotes Right Ventricle Failure in Pulmonary Arterial Hypertension.,American journal of respiratory and critical care medicine,2022 Sep 1,macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,macrophage/monocyte,candidate state/mediator -> PH/remodeling
Amd2,39421926,Ferroptosis-Mediated Inflammation Promotes Pulmonary Hypertension.,Circulation research,2024 Nov 8,macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,macrophage/monocyte,candidate state/mediator -> PH/remodeling
Amd2,29130366,Autophagy and inflammation in chronic respiratory disease.,Autophagy,2018,macrophage;monocyte;macrophage polarization;M1 macrophage;M2 macrophage;ARG1;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,macrophage/monocyte,candidate state/mediator -> PH/remodeling
Amd2,36272416,"Neutrophil ""plucking"" on megakaryocytes drives platelet production and boosts cardiovascular disease.",Immunity,2022 Dec 13,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8,bridge_mk_to_candidate_state,neutrophil/NETosis,MK/platelet/MK-EV -> candidate state
Amd2,38156445,Mitofusin-2 Regulates Platelet Mitochondria and Function.,Circulation research,2024 Jan 19,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8,bridge_mk_to_candidate_state,neutrophil/NETosis,MK/platelet/MK-EV -> candidate state
Amd2,35148838,GPR35 promotes neutrophil recruitment in response to serotonin metabolite 5-HIAA.,Cell,2022 Mar 3,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8,bridge_mk_to_candidate_state,neutrophil/NETosis,MK/platelet/MK-EV -> candidate state
Amd2,36980237,In Vitro Human Haematopoietic Stem Cell Expansion and Differentiation.,Cells,2023 Mar 14,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8,bridge_mk_to_candidate_state,neutrophil/NETosis,MK/platelet/MK-EV -> candidate state
Amd2,34337369,Portal hypertension in cirrhosis: Pathophysiological mechanisms and therapy.,JHEP reports : innovation in hepatology,2021 Aug,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8,bridge_mk_to_candidate_state,neutrophil/NETosis,MK/platelet/MK-EV -> candidate state
Amd2,32289253,CXCR1 and CXCR2 Chemokine Receptor Agonists Produced by Tumors Induce Neutrophil Extracellular Traps that Interfere with Immune Cytotoxicity.,Immunity,2020 May 19,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8,bridge_metabolic_to_candidate_state,neutrophil/NETosis,metabolite/enzyme/product/pathway -> candidate state
Amd2,37777772,Inhibition of neutrophil extracellular trap formation ameliorates neuroinflammation and neuronal apoptosis via STING-dependent IRE1α/ASK1/JNK signaling pathway in mice with traumatic brain injury.,Journal of neuroinflammation,2023 Sep 30,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8,bridge_metabolic_to_candidate_state,neutrophil/NETosis,metabolite/enzyme/product/pathway -> candidate state
Amd2,38189504,Neutrophil extracellular traps (NETs) in cardiovascular diseases: From molecular mechanisms to therapeutic interventions.,Kardiologia polska,2023,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8,bridge_metabolic_to_candidate_state,neutrophil/NETosis,metabolite/enzyme/product/pathway -> candidate state
Amd2,32740860,A Review of Neutrophil Extracellular Traps (NETs) in Disease: Potential Anti-NETs Therapeutics.,Clinical reviews in allergy & immunology,2021 Oct,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8,bridge_metabolic_to_candidate_state,neutrophil/NETosis,metabolite/enzyme/product/pathway -> candidate state
Amd2,34846914,Oxidized Phospholipids Promote NETosis and Arterial Thrombosis in LNK(SH2B3) Deficiency.,Circulation,2021 Dec 14,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8,bridge_metabolic_to_candidate_state,neutrophil/NETosis,metabolite/enzyme/product/pathway -> candidate state
Amd2,40492585,Neutrophil-Endothelium Interaction Mediated by S100A9 Promotes Pulmonary Vascular Remodeling During Pulmonary Hypertension.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2025 Aug,neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,neutrophil/NETosis,candidate state/mediator -> PH/remodeling
Amd2,36423907,Eosinophils protect against pulmonary hypertension through 14-HDHA and 17-HDHA.,The European respiratory journal,2023 Mar,neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,neutrophil/NETosis,candidate state/mediator -> PH/remodeling
Amd2,33512471,Neutrophil extracellular traps promote fibrous vascular occlusions in chronic thrombosis.,Blood,2021 Feb 25,neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,neutrophil/NETosis,candidate state/mediator -> PH/remodeling
Amd2,29130366,Autophagy and inflammation in chronic respiratory disease.,Autophagy,2018,neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,neutrophil/NETosis,candidate state/mediator -> PH/remodeling
Amd2,27189130,Venous thrombosis.,Nature reviews. Disease primers,2015 May 7,neutrophil;NETosis;neutrophil extracellular trap;CXCR2;IL-8;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,neutrophil/NETosis,candidate state/mediator -> PH/remodeling
Amd2,35257044,"Interplay of Low-Density Lipoprotein Receptors, LRPs, and Lipoproteins in Pulmonary Hypertension.",JACC. Basic to translational science,2022 Feb,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT,bridge_mk_to_candidate_state,endothelial/VSMC/fibroblast,MK/platelet/MK-EV -> candidate state
Amd2,35491858,Tubular cells produce FGF2 via autophagy after acute kidney injury leading to fibroblast activation and renal fibrosis.,Autophagy,2023 Jan,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT,bridge_mk_to_candidate_state,endothelial/VSMC/fibroblast,MK/platelet/MK-EV -> candidate state
Amd2,35786294,Autophagy loss impedes cancer-associated fibroblast activation via downregulating proline biosynthesis.,Autophagy,2023 Feb,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT,bridge_mk_to_candidate_state,endothelial/VSMC/fibroblast,MK/platelet/MK-EV -> candidate state
Amd2,38235130,Platelet derived exosomes disrupt endothelial cell monolayer integrity and enhance vascular inflammation in dengue patients.,Frontiers in immunology,2023,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT,bridge_mk_to_candidate_state,endothelial/VSMC/fibroblast,MK/platelet/MK-EV -> candidate state
Amd2,32866426,Keratinocyte autophagy enables the activation of keratinocytes and fibroblastsand facilitates wound healing.,Autophagy,2021 Sep,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT,bridge_mk_to_candidate_state,endothelial/VSMC/fibroblast,MK/platelet/MK-EV -> candidate state
Amd2,32781796,Arginine and Endothelial Function.,Biomedicines,2020 Aug 6,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT,bridge_metabolic_to_candidate_state,endothelial/VSMC/fibroblast,metabolite/enzyme/product/pathway -> candidate state
Amd2,15465790,L-arginine and hypertension.,The Journal of nutrition,2004 Oct,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT,bridge_metabolic_to_candidate_state,endothelial/VSMC/fibroblast,metabolite/enzyme/product/pathway -> candidate state
Amd2,15465788,L-arginine and atherothrombosis.,The Journal of nutrition,2004 Oct,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT,bridge_metabolic_to_candidate_state,endothelial/VSMC/fibroblast,metabolite/enzyme/product/pathway -> candidate state
Amd2,12481980,I. Arginine.,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2002 Nov,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT,bridge_metabolic_to_candidate_state,endothelial/VSMC/fibroblast,metabolite/enzyme/product/pathway -> candidate state
Amd2,36594092,Neutrophil Extracellular Traps Delay Diabetic Wound Healing by Inducing Endothelial-to-Mesenchymal Transition via the Hippo pathway.,International journal of biological sciences,2023,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT,bridge_metabolic_to_candidate_state,endothelial/VSMC/fibroblast,metabolite/enzyme/product/pathway -> candidate state
Amd2,40492585,Neutrophil-Endothelium Interaction Mediated by S100A9 Promotes Pulmonary Vascular Remodeling During Pulmonary Hypertension.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2025 Aug,endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,endothelial/VSMC/fibroblast,candidate state/mediator -> PH/remodeling
Amd2,38015641,RAB7 deficiency impairs pulmonary artery endothelial function and promotes pulmonary hypertension.,The Journal of clinical investigation,2024 Feb 1,endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,endothelial/VSMC/fibroblast,candidate state/mediator -> PH/remodeling
Amd2,39437884,Panorama of artery endothelial cell dysfunction in pulmonary arterial hypertension.,Journal of molecular and cellular cardiology,2024 Dec,endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,endothelial/VSMC/fibroblast,candidate state/mediator -> PH/remodeling
Amd2,32746619,Endothelial-to-Mesenchymal Transition in Pulmonary Arterial Hypertension.,Antioxidants & redox signaling,2021 Apr 20,endothelial dysfunction;endothelial activation;smooth muscle proliferation;smooth muscle migration;fibroblast activation;EndMT;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,endothelial/VSMC/fibroblast,candidate state/mediator -> PH/remodeling
